Created Date Time,Last Update Date Time,Test Name,Application Name,Application Version,Library Version,Sales Order Number,System Serial Number,Control Group Number,Axis Identifier,Custom Identifier,Model Number,Controller Family,Board Type,Hardware Revision,Peak Current,Firmware Version,Part Number,Counts Per Unit,Feedback Type,Multiplication Factor,Backlash,Home Offset,Home Direction,Motion Direction,User Units,Error Units,Step Size,Test Length,Calibration Status,Total Accuracy,Forward Accuracy,Reverse Accuracy,Average Accuracy,Repeatability,Forward Repeatability,Reverse Repeatability,Average Repeatability,Mean Reversal Error,Total Tilt Error Motion,Synchronous Tilt Error Motion,Asynchronous Tilt Error Motion,Master Axis Start Position,Average Air Temperature,Minimum Air Temperature,Maximum Air Temperature,Air Temperature Units,Testing Standards,Measurement Equipment Ids,Iterations,Is Bidirectional,Test Date Time,Aborted,User Name,Motion Option,Comment,Is Final Test,Is Verification,Is Pilgrim,Stage Serial Number,Yaw Total Accuracy,Yaw Forward Accuracy,Yaw Reverse Accuracy,Yaw Average Accuracy,Yaw Repeatability,Yaw Forward Repeatability,Yaw Reverse Repeatability,Yaw Average Repeatability,Yaw Mean Reversal Error,Pitch Total Accuracy,Pitch Forward Accuracy,Pitch Reverse Accuracy,Pitch Average Accuracy,Pitch Repeatability,Pitch Forward Repeatability,Pitch Reverse Repeatability,Pitch Average Repeatability,Pitch Mean Reversal Error,Average Material Temperature,Average Atmospheric Pressure,Average Humidity,Optics Location,Test Payload,Test Orientation,Roll Total Accuracy,Roll Forward Accuracy,Roll Reverse Accuracy,Roll Average Accuracy,Roll Repeatability,Roll Forward Repeatability,Roll Reverse Repeatability,Roll Average Repeatability,Roll Mean Reversal Error
6/16/2025 9:43,6/16/2025 9:43,Accuracy1DXY,Linear Calibrator 2D,2.10.1.37,2.10.2,642992,1,1,X,,,Automation1,49198,-,20,2.10.2.2512,PlanarDL-300XY-ES20107,200000,Incremental Encoder Sine Wave,4000,0,10.434638,W,-1,mm,Micron,2.5,300,FALSE,,,,,,,,,,,,,,0,,,C,Aerotech,Renishaw 1,1,FALSE,6/16/2025 9:42,Stopped,atempalski,Direct,,,FALSE,FALSE,517678-02,,,,,,,,,,,,,,,,,,,0,0,0,DEFAULT,3 KG,LowerAxis,,,,,,,,,
6/16/2025 10:24,6/16/2025 10:24,Accuracy1DXY,Linear Calibrator 2D,2.10.1.37,2.10.2,642992,1,1,X,,,Automation1,49198,-,20,2.10.2.2512,PlanarDL-300XY-ES20107,200000,Incremental Encoder Sine Wave,4000,0,10.434638,W,-1,mm,Micron,2.5,300,FALSE,14.81,,,,0.48,,,,,,,,,0,,,C,Aerotech,Renishaw 1,1,FALSE,6/16/2025 9:47,Errored,atempalski,Direct,,,FALSE,FALSE,517678-02,,,,,,,,,,,,,,,,,,,0,0,0,DEFAULT,3 KG,LowerAxis,,,,,,,,,
6/16/2025 12:48,6/16/2025 12:48,SixDegree,Linear Calibrator 6D,2.16.0.0,6.4.9.8,644549,2,1,X,,PRO115SL,A3200,CP,E,10,6.4.9.8,PRO115SL-200,2000,Local Encoder Counter,1,0,0,C,1,mm,UmAsec,10,200,FALSE,,,,,,,,,,,,,,0,,,C,Aerotech,5397,1,TRUE,6/16/2025 12:47,Stopped,cdelsignore,BallScrew,,,FALSE,FALSE,519337-09,,,,,,,,,,,,,,,,,,,0,0,0,Center of TT,No Load,SingleAxis,,,,,,,,,
6/16/2025 12:52,6/16/2025 12:52,SixDegree,Linear Calibrator 6D,2.16.0.0,6.4.9.8,644549,2,1,X,,PRO115SL,A3200,CP,E,10,6.4.9.8,PRO115SL-200,2000,Local Encoder Counter,1,0,0,C,1,mm,UmAsec,10,200,FALSE,,,,,,,,,,,,,,0,,,C,Aerotech,5397,1,TRUE,6/16/2025 12:51,Stopped,cdelsignore,BallScrew,,,FALSE,FALSE,519337-09,,,,,,,,,,,,,,,,,,,0,0,0,Center of TT,No Load,SingleAxis,,,,,,,,,
6/17/2025 9:17,6/17/2025 9:17,Accuracy2D,Linear Calibrator 2D,2.10.1.37,2.10.0,642056,1,1_12KgCal_Lower,Y,,,Automation1,49157,-,10,2.10.0.2427,642056_lower_12kg_Lower,1000000,Incremental Encoder Sine Wave,20000,0,0.253892,C,1,mm,Micron,10,310,TRUE,,,,,,,,,,,,,,0,,,C,Aerotech,Renishaw 1,1,FALSE,6/17/2025 9:17,Stopped,lstahl,Direct,,,TRUE,FALSE,642056-1-1,,,,,,,,,,,,,,,,,,,0,0,0,"lowest height with setup, 12kg",1,LowerAxis,,,,,,,,,
6/17/2025 9:19,6/17/2025 9:19,Accuracy2D,Linear Calibrator 2D,2.10.1.37,2.10.0,642056,1,1_12KgCal_Lower,Y,,,Automation1,49157,-,10,2.10.0.2427,642056_lower_12kg_Lower,1000000,Incremental Encoder Sine Wave,20000,0,0.253892,C,1,mm,Micron,5,310,FALSE,,,,,,,,,,,,,,0,,,C,Aerotech,Renishaw 1,1,FALSE,6/17/2025 9:19,Stopped,lstahl,Direct,,,FALSE,FALSE,642056-1-1,,,,,,,,,,,,,,,,,,,0,0,0,"lowest height with setup, 12kg",1,LowerAxis,,,,,,,,,
6/17/2025 11:53,6/17/2025 11:53,Flatness,Linear Calibrator,3.15.2.1,2.10.1,643353,2,1,X,,ABL1500,Automation1,49185,-,10,2.10.1.2472,ABL1500-100,16250000,Incremental Encoder Sine Wave,65000,0,-0.02997,C,1,mm,Micron,5,100,TRUE,1.478,,,,,,,,,,,,,19.902,,,C,Aerotech,2435,1,FALSE,6/17/2025 11:47,Stopped,NGuy,Direct,,,FALSE,FALSE,516836-01,,,,,,,,,,,,,,,,,,,19.922,734.358,57.262,25mm above TT,3kg,SingleAxis,,,,,,,,,
6/17/2025 12:51,6/17/2025 12:51,Straightness,Linear Calibrator,3.15.2.1,2.10.1,643353,2,1,X,,ABL1500,Automation1,49185,-,10,2.10.1.2472,ABL1500-100,16250000,Incremental Encoder Sine Wave,65000,0,-0.02997,C,1,mm,Micron,5,100,TRUE,5.527,,,,,,,,,,,,,19.963,,,C,Aerotech,2435,1,FALSE,6/17/2025 12:49,Stopped,NGuy,Direct,,,FALSE,FALSE,516836-01,,,,,,,,,,,,,,,,,,,19.937,734.283,55.771,25mm above TT,3kg,SingleAxis,,,,,,,,,
6/18/2025 12:36,6/18/2025 12:36,Flatness,Linear Calibrator,3.15.2.1,2.10.1,643353,2,1,X,,ABL1500,Automation1,49185,-,10,2.10.1.2472,ABL1500-100,16250000,Incremental Encoder Sine Wave,65000,0,-0.02997,C,1,mm,Micron,5,100,TRUE,1.153,,,,,,,,,,,,,22.034,,,C,Aerotech,4502,1,FALSE,6/18/2025 12:28,Stopped,NGuy,Direct,,,FALSE,FALSE,516836-01,,,,,,,,,,,,,,,,,,,22.144,733.975,57.757,25mm above TT,3kg,SingleAxis,,,,,,,,,
6/18/2025 12:43,6/18/2025 12:43,Flatness,Linear Calibrator,3.15.2.1,2.10.1,643353,2,1,X,,ABL1500,Automation1,49185,-,10,2.10.1.2472,ABL1500-100,16250000,Incremental Encoder Sine Wave,65000,0,-0.02997,C,1,mm,Micron,5,100,TRUE,0.939,,,,,,,,,,,,,22.03,,,C,Aerotech,4502,1,FALSE,6/18/2025 12:36,Stopped,NGuy,Direct,,,FALSE,FALSE,516836-01,,,,,,,,,,,,,,,,,,,22.147,734.035,57.757,25mm above TT,3kg,SingleAxis,,,,,,,,,
6/18/2025 13:12,6/18/2025 13:12,Flatness,Linear Calibrator,3.15.2.1,2.10.1,643353,2,1,X,,ABL1500,Automation1,49185,-,10,2.10.1.2472,ABL1500-100,16250000,Incremental Encoder Sine Wave,65000,0,-0.02997,C,1,mm,Micron,5,100,TRUE,1.008,,,,,,,,,,,,,22.088,,,C,Aerotech,4502,1,FALSE,6/18/2025 13:04,Stopped,NGuy,Direct,,,FALSE,FALSE,516836-01,,,,,,,,,,,,,,,,,,,22.19,733.938,58.741,25mm above TT,3kg,SingleAxis,,,,,,,,,
6/18/2025 15:19,6/18/2025 15:19,Flatness,Linear Calibrator,3.15.2.1,2.10.1,643353,2,1,X,,ABL1500,Automation1,49185,-,10,2.10.1.2472,ABL1500-100,16250000,Incremental Encoder Sine Wave,65000,0,-0.02997,C,1,mm,Micron,5,100,TRUE,1.224,,,,,,,,,,,,,22.229,,,C,Aerotech,4502,1,FALSE,6/18/2025 15:13,Stopped,NGuy,Direct,,,FALSE,FALSE,516836-01,,,,,,,,,,,,,,,,,,,22.323,732.97,54.769,25mm above TT,3kg,SingleAxis,,,,,,,,,
6/18/2025 15:28,6/18/2025 15:28,Flatness,Linear Calibrator,3.15.2.1,2.10.1,643353,2,1,X,,ABL1500,Automation1,49185,-,10,2.10.1.2472,ABL1500-100,16250000,Incremental Encoder Sine Wave,65000,0,-0.02997,C,1,mm,Micron,5,100,TRUE,1.364,,,,,,,,,,,,,22.244,,,C,Aerotech,4502,1,FALSE,6/18/2025 15:19,Stopped,NGuy,Direct,,,FALSE,FALSE,516836-01,,,,,,,,,,,,,,,,,,,22.348,732.992,55.271,25mm above TT,3kg,SingleAxis,,,,,,,,,
6/19/2025 8:37,6/19/2025 8:37,SixDegree,Linear Calibrator 6D,3.10.0.33,6.4.9.8,641013,1,1,RR,,ANT180,A3200,XR3 XSL3,-,10,6.4.9.8,ES16890-66,100000,Encoder Multiplier,400,0,-129.865361,C,1,mm,Micron,10,260,TRUE,0.433,,,,0.21,,,,,,,,,21.906,,,C,Aerotech,5058,1,FALSE,6/19/2025 8:37,Stopped,atempalski,Direct,,,TRUE,TRUE,506095-01,6.856,,,,0.632,,,,,21.418,,,,0.397,,,,,21.945,731.462,59.924,TT + 146,0.9 KG,LowerAxis,2.98,,,,0.348,,,,
6/19/2025 9:05,6/19/2025 9:05,SixDegree,Linear Calibrator 6D,3.10.0.33,6.4.9.8,641013,1,1,RR,,ANT180,A3200,XR3 XSL3,-,10,6.4.9.8,ES16890-66,100000,Encoder Multiplier,400,0,-129.865361,C,1,mm,Micron,10,260,FALSE,0.477,,,,0.259,,,,,,,,,21.617,,,C,Aerotech,5058,1,FALSE,6/19/2025 9:04,Stopped,atempalski,Direct,,,TRUE,FALSE,506095-01,7.082,,,,0.451,,,,,20.7,,,,0.597,,,,,21.938,731.312,58.274,TT + 146,0.9 KG,LowerAxis,3.383,,,,0.358,,,,
6/19/2025 9:10,6/19/2025 9:10,Straightness,Linear Calibrator 6D,3.10.0.33,6.4.9.8,641013,1,1,RR,,ANT180,A3200,XR3 XSL3,-,10,6.4.9.8,ES16890-66,100000,Encoder Multiplier,400,0,-129.865361,C,1,mm,Micron,5,260,FALSE,13.982,,,,,,,,,,,,,21.609,,,C,Aerotech,5058,1,FALSE,6/19/2025 9:05,Stopped,atempalski,Direct,,,FALSE,FALSE,506095-01,7.209,,,,,,,,,21.192,,,,,,,,,21.906,731.312,60.045,TT + 146,0.9 KG,LowerAxis,2.929,,,,,,,,
6/19/2025 9:18,6/19/2025 9:18,SixDegree,Linear Calibrator 6D,3.10.0.33,6.4.9.8,641013,1,1,RR,,ANT180,A3200,XR3 XSL3,-,10,6.4.9.8,ES16890-66,100000,Encoder Multiplier,400,0,-129.865361,C,1,mm,Micron,10,260,TRUE,0.412,,,,0.2,,,,,,,,,21.953,,,C,Aerotech,5058,1,FALSE,6/19/2025 9:16,Stopped,atempalski,Direct,,,TRUE,TRUE,506095-01,6.403,,,,0.359,,,,,17.364,,,,0.438,,,,,21.953,731.312,58.015,TT + 146,0.9 KG,LowerAxis,2.322,,,,0.155,,,,
6/19/2025 9:35,6/19/2025 9:35,SixDegree,Linear Calibrator 6D,3.10.0.33,6.4.9.8,641013,1,1,Z,,ANT180,A3200,XR3 XSL3,-,10,6.4.9.8,ES16890-66,100000,Encoder Multiplier,2000,0,51.39235,W,-1,mm,Micron,5,100,TRUE,0.226,,,,0.17,,,,,,,,,22.047,,,C,Aerotech,5058,1,FALSE,6/19/2025 9:34,Stopped,atempalski,Direct,,,TRUE,TRUE,506100-01,2.839,,,,0.474,,,,,23.078,,,,0.417,,,,,21.961,731.162,59.11,TT + 146,0.9 KG,UpperAxis,6.339,,,,0.221,,,,
6/19/2025 9:38,6/19/2025 9:38,Accuracy,Linear Calibrator 6D,3.10.0.33,6.4.9.8,641013,1,1,Z,,ANT180,A3200,XR3 XSL3,-,10,6.4.9.8,ES16890-66,100000,Encoder Multiplier,2000,0,51.39235,W,-1,mm,Micron,5,100,TRUE,0.236,,,,0.172,,,,,,,,,21.844,,,C,Aerotech,5058,1,FALSE,6/19/2025 9:36,Stopped,atempalski,Direct,,,TRUE,TRUE,506100-01,2.328,,,,0.46,,,,,24.036,,,,0.419,,,,,21.953,731.162,57.905,TT + 146,0.9 KG,UpperAxis,7.86,,,,0.227,,,,
6/19/2025 9:40,6/19/2025 9:40,SixDegree,Linear Calibrator 6D,3.10.0.33,6.4.9.8,641013,1,1,Z,,ANT180,A3200,XR3 XSL3,-,10,6.4.9.8,ES16890-66,100000,Encoder Multiplier,2000,0,51.39235,W,-1,mm,Micron,5,100,TRUE,0.316,,,,0.159,,,,,,,,,21.719,,,C,Aerotech,5058,1,FALSE,6/19/2025 9:39,Stopped,atempalski,Direct,,,TRUE,TRUE,506100-01,2.991,,,,0.445,,,,,20.114,,,,0.445,,,,,21.945,731.162,57.779,TT + 146,0.9 KG,UpperAxis,3.358,,,,0.167,,,,
6/19/2025 9:42,6/19/2025 9:42,SixDegree,Linear Calibrator 6D,3.10.0.33,6.4.9.8,641013,1,1,Z,,ANT180,A3200,XR3 XSL3,-,10,6.4.9.8,ES16890-66,100000,Encoder Multiplier,2000,0,51.39235,W,-1,mm,Micron,5,100,TRUE,0.252,,,,0.252,,,,,,,,,21.563,,,C,Aerotech,5058,1,FALSE,6/19/2025 9:41,Stopped,atempalski,Direct,,,TRUE,TRUE,506100-01,2.313,,,,0.473,,,,,13.337,,,,0.486,,,,,21.93,731.162,57.868,TT + 146,0.9 KG,UpperAxis,2.636,,,,0.338,,,,
6/19/2025 9:48,6/19/2025 9:48,SixDegree,Linear Calibrator 6D,3.10.0.33,6.4.9.8,641013,1,1,Z,,ANT180,A3200,XR3 XSL3,-,10,6.4.9.8,ES16890-66,100000,Encoder Multiplier,2000,0,51.39235,W,-1,mm,Micron,5,100,TRUE,0.252,,,,0.252,,,,,,,,,21.563,,,C,Aerotech,5058,1,FALSE,6/19/2025 9:48,Stopped,atempalski,Direct,,,TRUE,TRUE,506100-01,2.313,,,,0.473,,,,,13.337,,,,0.486,,,,,21.93,731.162,57.868,TT + 146,0.9 KG,UpperAxis,2.636,,,,0.338,,,,
6/19/2025 9:54,6/19/2025 9:54,SixDegree,Linear Calibrator 6D,3.10.0.33,6.4.9.8,641013,1,1,Z,,ANT180,A3200,XR3 XSL3,-,10,6.4.9.8,ES16890-66,100000,Encoder Multiplier,2000,0,51.39235,W,-1,mm,Micron,5,100,TRUE,1.25,,,,0.216,,,,,,,,,21.773,,,C,Aerotech,5058,1,FALSE,6/19/2025 9:53,Stopped,atempalski,Direct,,,TRUE,TRUE,506100-01,2.419,,,,0.422,,,,,24.79,,,,0.368,,,,,21.906,731.162,59.659,TT + 146,0.9 KG,UpperAxis,7.765,,,,0.205,,,,
6/19/2025 10:00,6/19/2025 10:00,Flatness,Linear Calibrator 6D,3.10.0.33,6.4.9.8,641013,1,1,Z,,ANT180,A3200,XR3 XSL3,-,10,6.4.9.8,ES16890-66,100000,Encoder Multiplier,2000,0,51.39235,W,-1,mm,Micron,5,100,FALSE,0.74,,,,0.461,,,,,,,,,21.852,,,C,Aerotech,5058,1,FALSE,6/19/2025 9:57,Stopped,atempalski,Direct,,,TRUE,TRUE,506100-01,2.302,,,,0.417,,,,,24.669,,,,0.911,,,,,21.961,731.162,57.64,TT + 146,0.9 KG,UpperAxis,6.754,,,,0.777,,,,
6/19/2025 10:04,6/19/2025 10:04,SixDegree,Linear Calibrator 6D,3.10.0.33,6.4.9.8,641013,1,1,Z,,ANT180,A3200,XR3 XSL3,-,10,6.4.9.8,ES16890-66,100000,Encoder Multiplier,2000,0,51.39235,W,-1,mm,Micron,5,100,TRUE,0.807,,,,0.098,,,,,,,,,21.523,,,C,Aerotech,5058,1,FALSE,6/19/2025 10:03,Stopped,atempalski,Direct,,,TRUE,TRUE,506100-01,2.605,,,,0.357,,,,,19.529,,,,0.251,,,,,21.93,731.162,57.811,TT + 146,0.9 KG,UpperAxis,3.053,,,,0.436,,,,
6/19/2025 10:06,6/19/2025 10:06,SixDegree,Linear Calibrator 6D,3.10.0.33,6.4.9.8,641013,1,1,Z,,ANT180,A3200,XR3 XSL3,-,10,6.4.9.8,ES16890-66,100000,Encoder Multiplier,2000,0,51.39235,W,-1,mm,Micron,2.5,100,FALSE,4328.555,,,,,,,,,,,,,21.492,,,C,Aerotech,5058,1,FALSE,6/19/2025 10:05,Stopped,atempalski,Direct,,,FALSE,FALSE,506100-01,29742.173,,,,,,,,,29737.957,,,,,,,,,21.922,731.162,57.929,TT + 146,0.9 KG,UpperAxis,2.398,,,,,,,,
6/23/2025 10:11,6/23/2025 10:11,Accuracy,Linear Calibrator,4.10.0.30,6.4.8.16,643462,3,1,X,,MPS75SL,A3200,HPE,A,10,6.4.3.32,MPS75SL-025-ES18998,40000,Local Encoder Counter,1,0,0,C,1,mm,Micron,1.25,360,FALSE,1.887,,,,,,,,,,,,,22.773,,,C,Aerotech,4129,1,FALSE,6/23/2025 10:10,Stopped,ddeighan,BallScrew,,,FALSE,FALSE,518176-03,,,,,,,,,,,,,,,,,,,22.717,740.161,59.3,ON TT,OPTICS,SingleAxis,,,,,,,,,
6/23/2025 12:03,6/23/2025 12:03,Accuracy,Linear Calibrator,4.10.0.30,6.4.8.16,643462,1,1,X,,MPS75SL,A3200,HPE,A,10,6.4.3.32,MPS75SL-025-ES18998,40000,Local Encoder Counter,1,0,0,C,1,mm,Micron,2.5,25,FALSE,0.456,,,,0.301,,,,,,,,,22.945,,,C,Aerotech,4129,1,FALSE,6/23/2025 12:03,Errored,ddeighan,BallScrew,,,TRUE,FALSE,518176-01,,,,,,,,,,,,,,,,,,,22.923,739.863,57.1,ON TT,OPTICS,SingleAxis,,,,,,,,,
6/23/2025 12:06,6/23/2025 12:06,Accuracy,Linear Calibrator,4.10.0.30,6.4.8.16,643462,1,1,X,,MPS75SL,A3200,HPE,A,10,6.4.3.32,MPS75SL-025-ES18998,40000,Local Encoder Counter,1,0,0,C,1,mm,Micron,2.5,25,TRUE,0.086,,,,,,,,,,,,,23,,,C,Aerotech,4129,1,FALSE,6/23/2025 12:06,Stopped,ddeighan,BallScrew,,,TRUE,FALSE,518176-01,,,,,,,,,,,,,,,,,,,22.956,739.838,56.5,ON TT,OPTICS,SingleAxis,,,,,,,,,
6/25/2025 10:17,6/25/2025 10:17,SixDegree,Linear Calibrator 6D,3.10.0.33,6.4.9.8,639109,1,1,RR,,ABL1500,A3200,XR3 XSL3,-,10,6.4.9.8,ABL1500-500-ES16890-83,1000000,Encoder Multiplier,20000,0,249.6607,W,-1,mm,UmAsec,10,500,TRUE,1.125,,,,,,,,,,,,,19.844,,,C,Aerotech,5058,1,FALSE,6/25/2025 9:59,Stopped,atempalski,Direct,,,FALSE,FALSE,488398-01,8.662,,,,,,,,,3.74,,,,,,,,,19.977,739.113,58.024,PER APPROVAL DRAWING,FIXTURING AND OPTICS,LowerAxis,14.099,,,,,,,,
6/25/2025 10:30,6/25/2025 10:30,SixDegree,Linear Calibrator 6D,3.10.0.33,6.4.9.8,639109,1,1,RR,,ABL1500,A3200,XR3 XSL3,-,10,6.4.9.8,ABL1500-500-ES16890-83,1000000,Encoder Multiplier,20000,0,249.6607,W,-1,mm,UmAsec,10,500,TRUE,1.307,,,,,,,,,,,,,19.891,,,C,Aerotech,5058,1,FALSE,6/25/2025 10:19,Stopped,atempalski,Direct,,,FALSE,FALSE,488398-01,5.44,,,,,,,,,3.871,,,,,,,,,19.992,738.963,58.004,PER APPROVAL DRAWING,FIXTURING AND OPTICS,LowerAxis,14.337,,,,,,,,
6/25/2025 13:55,6/25/2025 13:55,Flatness,Linear Calibrator,3.15.2.1,6.4.9.8,639109,1,1,RR,,,A3200,XR3 XSL3,-,10,6.4.9.8,ABL1500-500-ES16890-83,1000000,Encoder Multiplier,20000,0,249.6607,W,-1,mm,Micron,10,500,FALSE,20.12,,,,,,,,,,,,,19.885,,,C,Aerotech,5058,1,FALSE,6/25/2025 13:46,Stopped,atempalski,Direct,,,FALSE,FALSE,488398-01,,,,,,,,,,,,,,,,,,,20.199,737.43,62.916,PER APPROVAL DRAWING,FIXTURING AND OPTICS,LowerAxis,,,,,,,,,
6/26/2025 9:02,6/26/2025 9:02,SixDegree,Linear Calibrator 6D,3.10.0.33,6.4.9.8,639109,1,1,Z,,ABL1500,A3200,XR3 XSL3,-,10,6.4.9.8,ANT180L-260-ES16890-83,1000000,Encoder Multiplier,20000,0,130.4092,W,-1,mm,UmAsec,5,260,FALSE,1.451,,,,,,,,,,,,,19.883,,,C,Aerotech,5058,1,FALSE,6/26/2025 9:02,Stopped,atempalski,Direct,,,FALSE,FALSE,488399-01,8.899,,,,,,,,,4.611,,,,,,,,,20,738.963,58.03,PER APPROVAL DRAWING,FIXTURING AND OPTICS,Vertical,14.644,,,,,,,,
6/26/2025 9:50,6/26/2025 9:50,SixDegree,Linear Calibrator 6D,3.10.0.33,6.4.9.8,639109,1,1,Z,,ABL1500,A3200,XR3 XSL3,-,10,6.4.9.8,ANT180L-260-ES16890-83,1000000,Encoder Multiplier,20000,0,130.4092,W,-1,mm,UmAsec,10,260,TRUE,4.447,,,,0.419,,,,,,,,,20.086,,,C,Aerotech,5058,1,FALSE,6/26/2025 9:42,Stopped,atempalski,Direct,,,TRUE,TRUE,488399-01,7.149,,,,0.412,,,,,5.849,,,,0.589,,,,,20.227,736.863,54.34,PER APPROVAL DRAWING,FIXTURING AND OPTICS,Vertical,1.616,,,,0.365,,,,
6/26/2025 9:59,6/26/2025 9:59,SixDegree,Linear Calibrator 6D,3.10.0.33,6.4.9.8,639109,1,1,Z,,ABL1500,A3200,XR3 XSL3,-,10,6.4.9.8,ANT180L-260-ES16890-83,1000000,Encoder Multiplier,20000,0,130.4092,W,-1,mm,UmAsec,10,260,TRUE,5.634,,,,0.457,,,,,,,,,20.07,,,C,Aerotech,5058,1,FALSE,6/26/2025 9:51,Stopped,atempalski,Direct,,,TRUE,TRUE,488399-01,7.544,,,,0.731,,,,,7.916,,,,0.367,,,,,20.219,736.863,54.47,PER APPROVAL DRAWING,FIXTURING AND OPTICS,Vertical,2.082,,,,0.26,,,,
6/26/2025 10:36,6/26/2025 10:36,SixDegree,Linear Calibrator 6D,3.10.0.33,6.4.9.8,639109,1,1,Z,,ABL1500,A3200,XR3 XSL3,-,10,6.4.9.8,ANT180L-260-ES16890-83,1000000,Encoder Multiplier,20000,0,130.4092,W,-1,mm,UmAsec,10,260,TRUE,1.213,,,,0.315,,,,,,,,,20.102,,,C,Aerotech,5058,1,FALSE,6/26/2025 10:30,Stopped,atempalski,Direct,,,TRUE,TRUE,488399-01,6.985,,,,0.593,,,,,4.905,,,,0.276,,,,,20.219,736.863,54.708,PER APPROVAL DRAWING,FIXTURING AND OPTICS,Vertical,1.414,,,,0.249,,,,
6/26/2025 10:54,6/26/2025 10:54,SixDegree,Linear Calibrator 6D,3.10.0.33,6.4.9.8,639109,1,1,Z,,ABL1500,A3200,XR3 XSL3,-,10,6.4.9.8,ANT180L-260-ES16890-83,1000000,Encoder Multiplier,20000,0,130.4092,W,-1,mm,UmAsec,5,260,TRUE,-0.014,,,,,,,,,,,,,20.188,,,C,Aerotech,5058,1,FALSE,6/26/2025 10:52,Stopped,atempalski,Direct,,,FALSE,FALSE,488399-01,-0.161,,,,,,,,,-0.229,,,,,,,,,20.227,736.863,54.601,PER APPROVAL DRAWING,FIXTURING AND OPTICS,Vertical,-37.741,,,,,,,,
6/26/2025 11:23,6/26/2025 11:23,SixDegree,Linear Calibrator 6D,3.10.0.33,6.4.9.8,639109,1,1,Z,,ABL1500,A3200,XR3 XSL3,-,10,6.4.9.8,ANT180L-260-ES16890-83,1000000,Encoder Multiplier,20000,0,130.4092,W,-1,mm,UmAsec,10,260,FALSE,19.113,,,,0.247,,,,,,,,,19.93,,,C,Aerotech,5058,1,FALSE,6/26/2025 11:12,Stopped,atempalski,Direct,,,TRUE,TRUE,488399-01,7.268,,,,0.827,,,,,9.256,,,,0.766,,,,,20.055,736.713,56.176,PER APPROVAL DRAWING,FIXTURING AND OPTICS,Vertical,3.098,,,,0.263,,,,
6/26/2025 11:24,6/26/2025 11:24,SixDegree,Linear Calibrator 6D,3.10.0.33,6.4.9.8,639109,1,1,Z,,ABL1500,A3200,XR3 XSL3,-,10,6.4.9.8,ANT180L-260-ES16890-83,1000000,Encoder Multiplier,20000,0,130.4092,W,-1,mm,UmAsec,10,260,FALSE,19.113,,,,0.247,,,,,,,,,19.93,,,C,Aerotech,5058,1,FALSE,6/26/2025 11:24,Stopped,atempalski,Direct,,,TRUE,TRUE,488399-01,7.268,,,,0.827,,,,,9.256,,,,0.766,,,,,20.055,736.713,56.176,PER APPROVAL DRAWING,FIXTURING AND OPTICS,Vertical,3.098,,,,0.263,,,,
6/26/2025 12:31,6/26/2025 12:31,Accuracy1DXY,Linear Calibrator 2D,2.10.1.37,2.10.2,643630,1,1,X,,ANT130-XY,Automation1,49157,-,10,2.10.2.2512,ANT130XY-160-E4,16250000,Incremental Encoder Sine Wave,65000,0,-0.329979,C,1,mm,Micron,2.5,160,FALSE,1.72,,,,0.12,,,,,,,,,0,,,C,Aerotech,Renishaw 1,1,FALSE,6/26/2025 12:22,Errored,gschliffka,Direct,,,FALSE,FALSE,519742-01,,,,,,,,,,,,,,,,,,,0,0,0,18.5 MM ABOVE TT,1,LowerAxis,,,,,,,,,
6/26/2025 12:34,6/26/2025 12:34,SixDegree,Linear Calibrator 6D,3.10.0.33,6.4.9.8,639109,1,1,Z,,ABL1500,A3200,XR3 XSL3,-,10,6.4.9.8,ANT180L-260-ES16890-83,1000000,Encoder Multiplier,20000,0,130.4092,W,-1,mm,UmAsec,10,260,TRUE,0.835,,,,0.325,,,,,,,,,19.891,,,C,Aerotech,5058,1,FALSE,6/26/2025 12:34,Errored,atempalski,Direct,,,TRUE,TRUE,488399-01,6.536,,,,0.652,,,,,9.549,,,,0.355,,,,,20.086,736.563,58.259,PER APPROVAL DRAWING,FIXTURING AND OPTICS,Vertical,3.129,,,,0.172,,,,
6/26/2025 12:56,6/26/2025 12:56,SixDegree,Linear Calibrator 6D,3.10.0.33,6.4.9.8,639109,1,1,Z,,ABL1500,A3200,XR3 XSL3,-,10,6.4.9.8,ANT180L-260-ES16890-83,1000000,Encoder Multiplier,20000,0,130.4092,W,-1,mm,UmAsec,10,260,TRUE,1.657,,,,0.36,,,,,,,,,19.828,,,C,Aerotech,5058,1,FALSE,6/26/2025 12:55,Stopped,atempalski,Direct,,,TRUE,TRUE,488399-01,6.335,,,,0.63,,,,,9.397,,,,1.093,,,,,20.086,736.413,58.709,PER APPROVAL DRAWING,FIXTURING AND OPTICS,Vertical,3.14,,,,0.16,,,,
